"month","week","loc_type","region","weapon","n_killed_a","know_ini","ev_type","sc_animosity","anti_gov_sentmnts","duration"
"3","3","27","2","1",0,"1","4",FALSE,FALSE,"1"
"7","3","2","2","26",3,"1","2",TRUE,FALSE,"1"
"7","3","27","2","1",0,"1","1",FALSE,TRUE,"1"
"7","3","27","2","1",17,"1","2",FALSE,TRUE,"1"
"7","3","2","2","1",0,"1","4",FALSE,FALSE,"1"
"8","4","2","2","1",9,"0","2",FALSE,FALSE,"1"
"8","4","2","2","1",2,"0","1",FALSE,FALSE,"1"
"11","3","27","2","1",155,"1","1",TRUE,FALSE,"0"
"11","3","2","2","1",0,"1","4",FALSE,FALSE,"1"
"11","3","2","2","1",0,"1","4",FALSE,FALSE,"1"
"11","4","2","2","1",0,"1","4",FALSE,FALSE,"0"
"11","4","2","2","1",0,"1","4",FALSE,FALSE,"0"
"12","3","16","2","1",16,"1","2",TRUE,FALSE,"1"
"3","2","2","2","1",0,"1","4",FALSE,FALSE,"1"
"7","3","27","2","1",0,"1","1",FALSE,TRUE,"1"
"7","3","27","2","1",0,"1","1",FALSE,FALSE,"1"
"7","3","2","2","18",16,"1","2",TRUE,TRUE,"1"
"12","4","7","2","14",0,"5","1",TRUE,FALSE,"0"
"12","4","7","2","14",50,"5","2",TRUE,FALSE,"0"
"12","3","2","2","1",10,"1","2",TRUE,FALSE,"1"
"1","3","21","2","18",1,"1","2",FALSE,TRUE,"1"
"6","3","16","2","1",0,"1","2",TRUE,FALSE,"1"
"7","3","27","2","1",3150,"1","2",FALSE,FALSE,"1"
"7","3","16","2","1",0,"1","2",TRUE,FALSE,"1"
"7","3","2","2","1",1050,"1","2",TRUE,FALSE,"1"
"7","2","2","2","26",320,"1","2",TRUE,FALSE,"1"
"7","2","2","2","26",320,"1","2",TRUE,FALSE,"1"
"7","3","16","2","26",0,"1","2",TRUE,FALSE,"1"
"7","3","2","2","1",1500,"2","2",TRUE,FALSE,"1"
"7","3","2","2","1",0,"1","2",TRUE,FALSE,"1"
"7","3","16","2","1",3000,"0","2",FALSE,FALSE,"1"
"8","3","27","2","1",1000,"1","2",TRUE,FALSE,"1"
"12","3","27","2","1",1551,"5","2",TRUE,FALSE,"1"
"12","3","27","2","1",388,"5","2",TRUE,FALSE,"1"
"12","3","2","2","7",0,"1","2",TRUE,FALSE,"1"
"12","3","16","2","26",0,"1","2",TRUE,FALSE,"1"
"12","2","0","2","26",1151,"1","2",TRUE,FALSE,"0"
"12","2","27","2","1",0,"1","1",FALSE,TRUE,"0"
"12","3","27","2","1",2000,"1","2",TRUE,FALSE,"1"
"12","3","16","2","12",0,"1","2",TRUE,FALSE,"1"
"1","2","2","2","1",162,"2","2",TRUE,FALSE,"0"
"3","3","2","2","1",3,"1","2",TRUE,FALSE,"1"
"6","1","27","2","1",0,"1","4",FALSE,FALSE,"1"
"6","1","27","2","1",0,"1","4",FALSE,FALSE,"1"
"6","1","27","2","1",0,"1","4",FALSE,FALSE,"1"
"6","1","27","2","1",0,"1","4",FALSE,FALSE,"1"
"7","3","0","2","1",0,"1","4",FALSE,FALSE,"1"
"11","2","16","2","1",0,"1","2",TRUE,FALSE,"1"
"1","3","21","2","1",0,"1","4",FALSE,FALSE,"0"
"4","3","2","2","26",1,"1","4",FALSE,FALSE,"1"
"5","3","2","2","1",0,"1","1",FALSE,TRUE,"1"
"7","3","2","2","26",0,"5","2",FALSE,FALSE,"1"
"7","3","27","2","1",0,"1","2",TRUE,FALSE,"1"
"5","2","2","2","1",0,"1","2",FALSE,TRUE,"0"
"5","2","16","2","26",0,"1","2",TRUE,FALSE,"0"
"5","2","27","2","1",0,"1","4",FALSE,FALSE,"0"
"6","3","1","2","26",0,"1","2",TRUE,FALSE,"1"
"7","2","27","2","1",0,"1","2",TRUE,FALSE,"0"
"7","3","1","2","26",1,"1","2",TRUE,FALSE,"1"
"7","3","27","2","1",1,"1","2",TRUE,FALSE,"1"
"8","3","4","2","18",18,"1","2",TRUE,TRUE,"0"
"8","2","27","2","9",1,"1","2",TRUE,TRUE,"1"
"10","4","3","2","1",0,"1","4",FALSE,FALSE,"0"
"11","2","2","2","26",0,"1","2",FALSE,FALSE,"1"
"1","3","26","2","1",12,"0","2",FALSE,TRUE,"0"
"1","1","2","2","1",0,"1","4",FALSE,FALSE,"1"
"11","1","2","2","1",1,"1",NA,FALSE,FALSE,"0"
"2","3","2","2","10",53,"1","2",FALSE,TRUE,"0"
"2","3","2","2","1",0,"1","1",FALSE,FALSE,"1"
"3","1","27","2","1",0,"1","1",TRUE,TRUE,"0"
"4","3","26","2","1",0,"1","1",FALSE,TRUE,"1"
"4","3","2","2","12",0,"1","1",TRUE,TRUE,"1"
"7","3","2","2","1",0,"2","2",TRUE,FALSE,"1"
"11","1","2","2","14",22,"5","2",FALSE,FALSE,"1"
"11","1","2","2","1",1,"5","2",FALSE,FALSE,"1"
"11","1","10","2","1",1,"5","2",FALSE,FALSE,"1"
"11","1","12","2","1",1,"5","2",FALSE,FALSE,"1"
"12","3","16","2","12",0,"1","2",TRUE,FALSE,"1"
"1","3","27","2","1",3,"1","2",TRUE,FALSE,"1"
"7","1","2","2","1",0,"0","1",FALSE,TRUE,"1"
"7","3","2","2","14",3,"1","2",TRUE,FALSE,"1"
"7","3","16","2","1",0,"0","1",FALSE,FALSE,"1"
"7","3","16","2","1",0,"0","2",FALSE,FALSE,"1"
"12","3","2","2","1",0,"1","2",FALSE,TRUE,"1"
"6","2","2","2","1",0,"1","4",FALSE,FALSE,"0"
"6","2","2","2","1",3,"1","4",FALSE,FALSE,"0"
"10","1","21","2","18",0,"0","2",FALSE,FALSE,"0"
"2","2","2","2","1",0,"1","1",FALSE,FALSE,"0"
"2","3","2","2","1",0,"1","1",FALSE,TRUE,"0"
"2","1","2","2","26",0,"5","2",FALSE,FALSE,"1"
"3","2","2","2","18",0,"0","2",FALSE,FALSE,"0"
"3","2","2","2","1",6,"1","4",TRUE,FALSE,"0"
"5","2","27","2","1",0,"1","4",FALSE,FALSE,"1"
"7","4","9","2","1",1,"5","2",FALSE,FALSE,"1"
"8","1","2","2","1",50,"0","2",FALSE,FALSE,"1"
"8","2","3","2","1",0,"1","4",FALSE,FALSE,"1"
"8","3","28","2","1",0,"1","4",TRUE,FALSE,"1"
"8","2","27","2","1",0,"1","1",FALSE,FALSE,"0"
"9","4","27","2","26",0,"0","2",FALSE,TRUE,"0"
"10","3","21","2","18",0,"1","2",FALSE,FALSE,"1"
"12","3","21","2","18",0,"1","2",FALSE,TRUE,"1"
"12","2","21","2","14",0,"5","2",TRUE,TRUE,"0"
"12","3","21","2","1",0,"1","2",TRUE,FALSE,"1"
"12","3","21","2","26",0,"5","2",TRUE,FALSE,"1"
"12","3","2","2","10",0,"1","2",FALSE,TRUE,"1"
"12","3","3","2","1",0,"1","4",FALSE,FALSE,"1"
"12","3","21","2","26",0,"5","2",FALSE,FALSE,"1"
"12","3","21","2","14",0,"1","2",FALSE,FALSE,"1"
"12","3","21","2","18",0,"5","2",FALSE,FALSE,"1"
"12","3","21","2","14",14,"5","2",FALSE,TRUE,"1"
"12","3","21","2","1",0,"1","2",TRUE,FALSE,"1"
"12","3","21","2","1",14,"0","2",FALSE,TRUE,"1"
"1","2","27","2","12",1,"1","4",TRUE,FALSE,"0"
"1","2","27","2","14",50,"1","4",FALSE,FALSE,"0"
"1","3","2","2","1",50,"1","2",FALSE,FALSE,"1"
"1","3","2","2","1",50,"1","2",FALSE,FALSE,"1"
"1","2","2","2","1",50,"1","2",FALSE,FALSE,"0"
"1","2","2","2","1",50,"1","2",FALSE,FALSE,"0"
"2","3","12","2","12",1500,"0","2",TRUE,FALSE,"1"
"2","3","7","2","12",58,"5","2",TRUE,FALSE,"1"
"2","1","27","2","1",1050,"2","2",TRUE,FALSE,"1"
"2","3","7","2","12",58,"1","2",TRUE,FALSE,"1"
"2","3","7","2","12",59,"0","2",TRUE,FALSE,"1"
"3","3","27","2","26",2,"0","2",TRUE,FALSE,"0"
"3","3","2","2","1",1500,"1","2",FALSE,FALSE,"1"
"3","3","0","2","26",1000,"1","2",TRUE,FALSE,"1"
"3","3","2","2","1",0,"2","2",FALSE,FALSE,"1"
"3","3","28","2","1",1050,"0","2",TRUE,FALSE,"1"
"3","4","26","2","1",0,"1","4",FALSE,FALSE,"0"
"4","3","7","2","12",58,"1","2",TRUE,FALSE,"1"
"5","3","22","2","26",0,"0","2",FALSE,TRUE,"1"
"5","2","2","2","1",0,"1",NA,TRUE,FALSE,"1"
"7","3","27","2","1",0,"1","2",TRUE,FALSE,"1"
"7","3","28","2","1",0,"1","2",TRUE,FALSE,"1"
"7","3","21","2","26",12,"1","2",TRUE,FALSE,"1"
"7","3","2","2","1",0,"1","2",FALSE,FALSE,"1"
"7","3","27","2","12",3,"5","2",TRUE,FALSE,"1"
"7","1","2","2","1",0,"1","1",TRUE,FALSE,"1"
"7","3","2","2","1",1500,"1","2",TRUE,FALSE,"1"
"11","3","27","2","1",0,"1","4",FALSE,FALSE,"0"
"12","3","2","2","10",3,"1","2",TRUE,FALSE,"1"
"12","3","21","2","1",0,"1","2",FALSE,TRUE,"1"
"3","4","2","2","15",24,"1","2",FALSE,FALSE,"0"
"3","4","2","2","14",24,"5","2",TRUE,FALSE,"0"
"3","3","2","2","26",24,"1","2",TRUE,FALSE,"1"
"5","1","27","2","1",0,"1","1",FALSE,FALSE,"1"
"5","2","2","2","19",0,"1","2",TRUE,FALSE,"0"
"7","3","2","2","10",2,"1","2",TRUE,FALSE,"1"
"8","3","7","2","10",12,"1","2",TRUE,FALSE,"1"
"12","3","21","2","1",0,"1","2",FALSE,FALSE,"1"
"12","3","21","2","14",14,"1","2",TRUE,FALSE,"1"
"7","1","4","2","17",4,"1","2",TRUE,TRUE,"1"
"7","2","2","2","10",2,"1","2",TRUE,FALSE,"0"
"7","3","27","2","1",14,"1","2",TRUE,FALSE,"1"
"12","3","21","2","10",14,"1","2",TRUE,TRUE,"1"
"7","1","2","2","1",94,"1",NA,FALSE,FALSE,"1"
"4","2","27","2","14",1,"5","4",FALSE,FALSE,"0"
"11","4","27","2","1",0,"1","4",FALSE,FALSE,"0"
"11","4","27","2","1",0,"1","1",FALSE,FALSE,"0"
"11","4","27","2","1",0,"1","4",FALSE,FALSE,"0"
"6","4","2","2","12",0,"0","2",TRUE,TRUE,"0"
"8","2","16","2","1",379,"2","2",TRUE,FALSE,"0"
"8","2","2","2","14",0,"1","4",TRUE,FALSE,"0"
"3","2","2","2","1",0,"1",NA,FALSE,FALSE,"1"
"8","3","2","2","1",0,"1","4",FALSE,FALSE,"1"
"8","3","9","2","1",0,"1","1",TRUE,FALSE,"1"
"2","4","2","2","1",0,"1","1",FALSE,TRUE,"0"
"2","4","2","2","1",1,NA,"2",FALSE,FALSE,"0"
"2","3","18","2","1",6,"1","4",FALSE,FALSE,"0"
"2","3","27","2","1",0,"1","1",FALSE,TRUE,"0"
"2","3","27","2","1",0,"1","4",FALSE,FALSE,"0"
"8","2",NA,"2","1",0,NA,NA,FALSE,FALSE,"1"
"3","3","2","2","1",0,"1","4",FALSE,FALSE,"1"
"4","1","23","2","26",0,"1","2",TRUE,FALSE,"0"
"4","4","27","2","1",50000,"1",NA,FALSE,FALSE,"1"
"5","4","14","2","1",0,"1","1",FALSE,FALSE,"0"
"6","1","27","2","1",0,"1","4",FALSE,FALSE,"1"
"7","3","21","2","1",0,"1","4",FALSE,FALSE,"1"
"7","3","27","2","1",0,"1","4",TRUE,FALSE,"1"
"7","3","27","2","1",0,"1","4",FALSE,FALSE,"1"
"10","3","27","2","1",0,"1","1",FALSE,FALSE,"0"
"10","3","27","2","1",0,"1","1",FALSE,FALSE,"0"
"10","3","27","2","1",0,"0","4",FALSE,FALSE,"1"
"10","3","27","2","1",0,"1","4",FALSE,FALSE,"1"
"10","3","2","2","1",0,"1","4",FALSE,FALSE,"1"
"10","3","2","2","1",0,"1","4",FALSE,FALSE,"1"
"10","3","2","2","1",0,"1","4",FALSE,FALSE,"1"
"10","3","2","2","1",0,"1","4",FALSE,FALSE,"1"
"11","2","21","2","1",0,"1","4",FALSE,FALSE,"0"
"1","3","2","2","1",0,"1","4",FALSE,FALSE,"1"
"9","1","27","2","1",0,"1","4",TRUE,FALSE,"1"
"1","3","2","2","1",0,"1","4",FALSE,FALSE,"1"
"2","2","27","2","1",0,"1",NA,TRUE,FALSE,"1"
"7","3","2","2","1",0,"1","2",TRUE,FALSE,"1"
"6","1","27","2","1",0,"1","4",FALSE,FALSE,"0"
"3","2","21","2","1",0,"1","4",FALSE,FALSE,"1"
"3","3","2","2","1",0,"1","4",FALSE,FALSE,"1"
"3","1","0","2","1",0,"1","4",FALSE,FALSE,"1"
"5","1","27","2","1",0,"1","4",FALSE,FALSE,"1"
"6","3","2","2","18",0,"1","2",FALSE,FALSE,"1"
"7","3","2","2","1",0,"1","4",FALSE,FALSE,"1"
"2","3","27","2","1",0,"1","4",FALSE,FALSE,"1"
"3","3","27","2","1",0,"1","1",FALSE,FALSE,"0"
"3","4","2","2","26",320,"1","4",FALSE,FALSE,"0"
"3","3","2","2","1",0,"1","4",FALSE,FALSE,"1"
"3","3","2","2","1",0,"1","4",FALSE,FALSE,"1"
"3","4","2","2","26",320,"1","4",TRUE,FALSE,"0"
"4","3","2","2","1",0,"1","4",FALSE,FALSE,"1"
"5","1","27","2","1",0,"1","1",FALSE,FALSE,"1"
"6","3","2","2","1",0,"1",NA,FALSE,TRUE,"1"
"6","4","27","2","1",0,"1",NA,FALSE,FALSE,"1"
"7","4","27","2","1",0,NA,"4",FALSE,FALSE,"1"
"7","4","27","2","1",0,NA,"4",FALSE,FALSE,"1"
"7","4","27","2","1",0,NA,"4",FALSE,FALSE,"1"
"7","1","2","2","1",0,"1","4",FALSE,FALSE,"1"
"7","1","2","2","1",0,"1",NA,FALSE,FALSE,"1"
"9","3","27","2","1",0,"1","4",TRUE,FALSE,"1"
"10","1","22","2","1",0,"1","4",TRUE,FALSE,"1"
"10","1","22","2","1",0,"1","4",TRUE,FALSE,"1"
"12","3","27","2","1",0,"1","4",FALSE,FALSE,"1"
"12","3","2","2","1",0,"1","4",FALSE,FALSE,"1"
"4","2","1","2","1",3,"0","2",FALSE,FALSE,"0"
"6","2","27","2","1",0,"1","1",FALSE,FALSE,"0"
"7","3","27","2","1",53,"1","2",FALSE,TRUE,"1"
"7","3","27","2","1",0,"1","2",TRUE,FALSE,"1"
"4","4","27","2","1",0,"1","4",FALSE,FALSE,"1"
"4","1","27","2","1",10000,"1",NA,FALSE,FALSE,"1"
"8","3","27","2","1",12,"2","2",TRUE,FALSE,"1"
"11","4","27","2","14",1,"1","2",FALSE,FALSE,"0"
"7","3","27","2","1",0,"1","4",FALSE,FALSE,"1"
"4","3","2","2","1",0,"1","1",FALSE,TRUE,"0"
"4","2","0","2","1",0,"1","1",TRUE,TRUE,"0"
"4","2","0","2","1",0,"1","1",TRUE,TRUE,"0"
"5","2","27","2","1",0,"1","4",FALSE,FALSE,"1"
"6","2","27","2","1",0,"1","4",FALSE,FALSE,"1"
"6","1","27","2","1",0,"1","2",FALSE,FALSE,"1"
"7","3","4","2","1",0,"1","1",FALSE,TRUE,"1"
"7","3","2","2","1",0,"1","4",FALSE,FALSE,"1"
"7","3","2","2","1",0,"1","4",FALSE,FALSE,"1"
"7","3","2","2","1",0,"1","4",FALSE,FALSE,"1"
"7","3","2","2","1",0,"1","4",FALSE,FALSE,"1"
"7","3","2","2","1",0,"1","4",FALSE,FALSE,"1"
"7","3","2","2","1",0,"1","4",FALSE,FALSE,"1"
"7","3","27","2","1",0,"1","4",FALSE,FALSE,"1"
"8","2","27","2","1",0,"1","4",FALSE,FALSE,"1"
"8","2","0","2","1",0,"1","4",FALSE,FALSE,"1"
"9","2","27","2","1",0,"1","4",FALSE,FALSE,"1"
"9","3","2","2","1",0,"1","4",FALSE,FALSE,"1"
"10","2","27","2","1",0,"1","4",FALSE,FALSE,"1"
"3","3","27","2","1",0,"1","4",FALSE,FALSE,"1"
"4","3","2","2","1",0,"1","4",FALSE,FALSE,"1"
"4","3","2","2","1",0,"1","4",FALSE,FALSE,"1"
"4","3","2","2","1",0,"1","4",FALSE,FALSE,"1"
"10","3","2","2","1",0,"1","1",FALSE,TRUE,"1"
"11","4","2","2","1",0,"1","4",FALSE,FALSE,"1"
"3","3","1","2","1",0,"1","4",FALSE,FALSE,"1"
"4","1","2","2","26",1,"1","4",FALSE,FALSE,"0"
"7","3","2","2","1",1,"1","4",FALSE,FALSE,"1"
"7","3","23","2","12",0,"1","2",FALSE,FALSE,"1"
"7","3","27","2","1",1,"1","4",FALSE,FALSE,"1"
"7","3","27","2","1",0,"1","2",FALSE,FALSE,"1"
"9","3","27","2","1",0,"1","4",FALSE,FALSE,"1"
"9","3","27","2","1",0,"1","4",FALSE,FALSE,"1"
"10","3","27","2","1",0,"0","4",FALSE,FALSE,"1"
"1","2","2","2","1",0,"2","2",FALSE,FALSE,"0"
"1","2","4","2","1",0,"2","2",FALSE,FALSE,"0"
"7","3","21","2","1",0,"1","5",FALSE,TRUE,"1"
"7","3","21","2","26",0,"1","2",FALSE,TRUE,"1"
"3","2","2","2","1",0,"1","4",FALSE,FALSE,"0"
"7","3","24","2","15",0,"1","2",FALSE,TRUE,"1"
"8","4","2","2","1",0,"1","4",FALSE,FALSE,"1"
"8","4","2","2","1",0,"1","4",FALSE,FALSE,"1"
"4","3","2","2","1",0,"1","4",FALSE,FALSE,"1"
"4","3","2","2","1",2,"0","2",FALSE,TRUE,"1"
"5","4","15","2","12",0,"0","2",FALSE,FALSE,"0"
"9","2","2","2","1",0,"1","1",FALSE,TRUE,"1"
"10","2","27","2","1",0,"1","4",FALSE,FALSE,"0"
"1","1","2","2","1",0,"1","2",FALSE,FALSE,"0"
"6","1","3","2","1",106,"1","4",FALSE,FALSE,"1"
"7","3","19","2","18",0,"1","2",FALSE,FALSE,"1"
"7","1","24","2","1",0,"0","2",FALSE,FALSE,"1"
"7","1","13","2","26",0,"1","2",TRUE,TRUE,"0"
"7","3","2","2","1",0,"1","4",FALSE,FALSE,"1"
"8","3","27","2","21",8,"1","4",FALSE,FALSE,"0"
"8","3","27","2","21",8,"1","4",FALSE,FALSE,"0"
"8","3","27","2","21",8,"1","4",FALSE,FALSE,"0"
"8","3","27","2","21",8,"1","4",FALSE,FALSE,"0"
"8","2","9","2","23",1,"1","4",FALSE,FALSE,"0"
"9","1","2","2","1",0,"1","4",FALSE,FALSE,"1"
"12","1","27","2","1",0,"1","4",FALSE,FALSE,"0"
"12","1","2","2","1",0,"1","1",FALSE,TRUE,"0"
"6","2","27","2","1",0,"1","4",FALSE,FALSE,"1"
"7","3","2","2","1",0,"1","1",FALSE,TRUE,"1"
"8","5","9","2","14",0,"1","4",FALSE,FALSE,"0"
"8","5","9","2","1",0,"1","1",FALSE,TRUE,"0"
"8","5","9","2","1",0,"1","1",FALSE,TRUE,"0"
"8","2","2","2","1",0,"1","1",FALSE,TRUE,"0"
"8","2","2","2","1",0,"1","1",FALSE,TRUE,"0"
"12","4","2","2","1",0,"1","4",FALSE,FALSE,"0"
"1","5","2","2","1",0,"1","1",FALSE,TRUE,"0"
"4","3","2","2","1",0,"1","1",FALSE,TRUE,"1"
"4","3","2","2","1",0,"1","1",FALSE,TRUE,"0"
"7","4","9","2","1",0,"1","2",FALSE,FALSE,"1"
"8","2","27","2","1",0,"1","4",FALSE,FALSE,"0"
"8","2","27","2","1",0,"1","4",FALSE,FALSE,"0"
"8","2","27","2","1",0,"1","4",FALSE,FALSE,"0"
"8","2","27","2","1",0,"1","4",FALSE,FALSE,"0"
"8","2","27","2","1",0,"1","4",FALSE,FALSE,"0"
"8","2","27","2","1",0,"1","4",FALSE,FALSE,"0"
"8","2","27","2","1",0,"1","1",FALSE,TRUE,"0"
"8","2","21","2","1",0,"1","2",FALSE,TRUE,"0"
"8","2","21","2","1",0,"1","2",FALSE,TRUE,"0"
"8","2","21","2","1",0,"1","2",FALSE,TRUE,"0"
"8","2","21","2","1",0,"1","2",FALSE,TRUE,"0"
"8","2","21","2","1",0,"1","2",FALSE,TRUE,"0"
"8","2","21","2","1",0,"1","2",FALSE,TRUE,"0"
"8","2","21","2","1",0,"1","2",FALSE,TRUE,"0"
"8","3","2","2","1",0,"1","1",FALSE,TRUE,"0"
"8","2","27","2","1",0,"1","1",FALSE,TRUE,"0"
"8","2","2","2","1",0,"1","2",FALSE,TRUE,"0"
"8","2","2","2","1",0,"1","2",FALSE,TRUE,"0"
"8","2","27","2","1",0,"1","1",FALSE,TRUE,"0"
"8","2","27","2","1",0,"1","1",FALSE,TRUE,"0"
"8","2","27","2","1",0,"1","1",FALSE,TRUE,"0"
"9","3","27","2","1",21,"0","2",FALSE,FALSE,"1"
"9","3","13","2","1",0,"1","2",TRUE,FALSE,"1"
"9","3","13","2","1",6,"1","2",TRUE,FALSE,"1"
"9","2","2","2","14",21,"1","2",FALSE,FALSE,"0"
"12","2","9","2","1",0,"1","4",FALSE,FALSE,"0"
"12","3","2","2","26",175,"1","2",TRUE,FALSE,"0"
"12","2","2","2","14",12,"1","2",TRUE,FALSE,"0"
"2","3","2","2","23",100,"0","2",FALSE,TRUE,"1"
"2","2","2","2","1",0,"2","2",FALSE,TRUE,"1"
"5","3","18","2","18",4,"1","2",FALSE,FALSE,"1"
"7","3","27","2","19",72,"1","2",FALSE,FALSE,"1"
"4","2","15","2","10",0,"5","2",FALSE,TRUE,"0"
"4","2","2","2","1",0,"0","2",FALSE,FALSE,"0"
"4","3","22","2","10",320,"1","2",FALSE,FALSE,"1"
"4","2","15","2","18",0,"0","2",FALSE,FALSE,"0"
"5","3","2","2","1",0,"1","4",FALSE,FALSE,"1"
"8","3","2","2","26",1,"5","4",TRUE,FALSE,"0"
"8","3","21","2","1",0,"1","4",FALSE,FALSE,"0"
"11","3","27","2","1",101,"1","2",FALSE,FALSE,"1"
"6","3","27","2","1",1,"1","4",FALSE,FALSE,"1"
"7","3","18","2","14",0,"1","2",TRUE,FALSE,"1"
"8","3","27","2","1",0,"1","4",FALSE,FALSE,"1"
"8","1","3","2","14",0,"1","4",FALSE,FALSE,"0"
"5","4","2","2","1",0,"1","2",FALSE,TRUE,"0"
"5","2","2","2","1",0,"1","1",FALSE,TRUE,"0"
"6","3","7","2","1",10,"0","2",FALSE,FALSE,"1"
"8","3","27","2","1",0,"5","2",FALSE,FALSE,"1"
"11","3","2","2","1",0,"1","4",FALSE,FALSE,"1"
"2","3","3","2","14",19,"1","4",FALSE,FALSE,"1"
"6","2","26","2","1",1,"0","2",FALSE,TRUE,"1"
"9","2","26","2","1",3,"1","2",FALSE,TRUE,"0"
"4","3","26","2","1",0,"1","4",FALSE,FALSE,"1"
"6","3","2","2","1",0,"1","2",FALSE,TRUE,"1"
"5","3","2","2","1",0,"5","1",FALSE,FALSE,"0"
"10","2","2","2","1",0,"1","2",FALSE,TRUE,"0"
"10","2","2","2","1",0,"1","4",FALSE,FALSE,"0"
"12","2","3","2","14",2,"1","4",FALSE,FALSE,"0"
"12","2","3","2","14",1,"1","4",FALSE,FALSE,"0"
"3","4","7","2","18",0,"5","2",FALSE,FALSE,"0"
"3","4","2","2","1",0,"1","1",FALSE,FALSE,"0"
"5","2","16","2","1",0,NA,"2",FALSE,FALSE,"0"
"7","3","23","2","18",0,"1","2",TRUE,FALSE,"1"
"7","3","1","2","1",0,"1","2",FALSE,FALSE,"1"
"7","3","4","2","14",2,"0","2",FALSE,TRUE,"1"
"11","3","23","2","18",0,"0","2",FALSE,FALSE,"0"
"6","3","27","2","1",0,"1","1",TRUE,FALSE,"1"
"6","3","27","2","14",0,"1","4",TRUE,FALSE,"1"
"6","3","27","2","1",0,"1","1",TRUE,FALSE,"1"
"9","4","2","2","14",1,"0","2",FALSE,FALSE,"0"
"11","1","27","2","1",0,"1","4",FALSE,FALSE,"0"
"7","3","2","2","14",5,"1","2",TRUE,FALSE,"1"
"8","4","3","2","1",0,"1","4",FALSE,FALSE,"0"
"5","1","2","2","1",0,"1","1",TRUE,TRUE,"0"
"7","3","2","2","1",1,"1","1",FALSE,TRUE,"1"
"7","3","27","2","1",0,"1","4",FALSE,FALSE,"1"
"8","3","3","2","1",80,"2","2",TRUE,FALSE,"0"
"8","3","3","2","21",93,"1","4",FALSE,FALSE,"1"
"8","3","2","2","23",0,"1","4",FALSE,FALSE,"1"
"4","3","27","2","1",0,"1","4",TRUE,FALSE,"1"
"6","3","3","2","1",0,"0","2",FALSE,FALSE,"1"
"10","2","27","2","1",0,"1","4",FALSE,FALSE,"0"
"10","2","27","2","1",0,"1","4",FALSE,FALSE,"0"
"10","2","9","2","1",0,"1","4",FALSE,FALSE,"0"
"10","2","15","2","1",0,"1","4",FALSE,FALSE,"0"
"10","2","15","2","1",0,"1","4",FALSE,FALSE,"0"
"10","3","0","2","1",0,"1","4",FALSE,FALSE,"1"
"10","3","27","2","18",3,"1","2",TRUE,FALSE,"1"
"11","3","21","2","1",0,"1","4",FALSE,FALSE,"1"
"11","2","2","2","1",0,"1","4",FALSE,TRUE,"1"
"4","3","2","2","14",7,"1","4",TRUE,FALSE,"1"
"7","3","0","2","1",0,"1","4",FALSE,FALSE,"1"
"7","3","0","2","1",0,"1","4",FALSE,FALSE,"1"
"7","3","26","2","1",0,"0","1",FALSE,FALSE,"1"
"3","2","2","2","1",0,"1","4",TRUE,FALSE,"0"
"3","2","2","2","1",0,"1","4",TRUE,FALSE,"0"
"3","3","2","2","1",0,"1","4",TRUE,FALSE,"0"
"6","2","27","2","1",0,"1","4",FALSE,FALSE,"1"
"7","3","2","2","1",0,"1","4",FALSE,FALSE,"1"
"9","3","27","2","1",0,"1","4",FALSE,FALSE,"1"
"10","3","16","2","14",17,"1","2",TRUE,FALSE,"1"
"11","2","9","2","1",0,"1","4",FALSE,TRUE,"1"
"11","3","0","2","1",0,"1","1",FALSE,TRUE,"0"
"11","3","0","2","1",0,"1","4",FALSE,FALSE,"0"
"11","3","9","2","1",0,"1","4",TRUE,FALSE,"0"
"12","3","26","2","1",0,"1","4",FALSE,FALSE,"1"
"1","3","27","2","1",1,"0","2",FALSE,FALSE,"1"
"1","3","27","2","1",0,"1","1",TRUE,FALSE,"1"
"1","3","2","2","1",0,"1","2",FALSE,FALSE,"1"
"1","3","2","2","1",1,"1","2",FALSE,FALSE,"1"
"1","3","27","2","1",1,"1","2",TRUE,FALSE,"1"
"2","3","2","2","1",1,"1","2",FALSE,FALSE,"1"
"2","3","2","2","14",1,"5","2",FALSE,FALSE,"0"
"2","3","2","2","1",0,"1","2",FALSE,FALSE,"1"
"2","4","2","2","26",1,"1","2",FALSE,FALSE,"1"
"2","4","27","2","1",1,"1","2",FALSE,FALSE,"0"
"2","4","16","2","15",12,"1","2",TRUE,FALSE,"0"
"2","2","16","2","1",0,"1","2",FALSE,FALSE,"1"
"2","3","2","2","1",0,"1","4",FALSE,FALSE,"1"
"3","3","16","2","14",5,"1","2",TRUE,FALSE,"1"
"3","3","16","2","18",0,"0","2",FALSE,FALSE,"1"
"3","2","2","2","1",0,"1","4",FALSE,FALSE,"0"
"4","1","27","2","1",1,"1","2",FALSE,FALSE,"1"
"4","1","27","2","1",1,"1","2",FALSE,FALSE,"1"
"4","2","27","2","26",1,"5","2",TRUE,FALSE,"1"
"4","2","16","2","18",5,"5","2",TRUE,FALSE,"1"
"5","2","4","2","19",4,"1","2",TRUE,TRUE,"0"
"5","3","2","2","26",13,"5","2",TRUE,FALSE,"1"
"5","3","2","2","1",0,"0","1",FALSE,TRUE,"1"
"5","3","2","2","1",0,"5","2",FALSE,TRUE,"1"
"5","3","3","2","1",10,"2","2",FALSE,TRUE,"0"
